id,last_bus_stop_time_visit,pt
450,,0101000020E610000084C76DEA72DA51409B34B2D0738C4940
451,,0101000020E61000002CF9331713DB514001A7D2AAF18A4940
452,,0101000020E6100000A13193A817DB5140B715B13ED48A4940
453,,0101000020E6100000844DF80038DA5140CE2D196C8F8C4940
454,,0101000020E6100000598638D645DB5140EC8497E0D48B4940
455,,0101000020E6100000E3665D482CDB5140DC8FCA03478B4940
456,,0101000020E610000045C82F7205DB5140FECF06054A8C4940
457,,0101000020E6100000BD772F5283DB5140F1FDC34C918B4940
458,,0101000020E6100000585B0C795FDB5140B2D41F065F8C4940
459,,0101000020E6100000C1FD254E93DA51401DB17158758C4940
460,,0101000020E6100000D4A6A0913EDC514012FB5F09FF8B4940
461,,0101000020E6100000DD47C906ADDB514095905907518E4940
462,,0101000020E6100000E2BE1FC80BDC5140169E3CD11A904940
463,,0101000020E61000003656629E15DC5140706715EC75904940
464,,0101000020E610000054200E6D5BDB51405378D0ECBA8E4940
465,,0101000020E61000001E64A3BD0BDB51406D945055FC8C4940
466,,0101000020E6100000D6EDA29EF4DA5140745A5C887A8C4940
467,,0101000020E6100000EE073C3080DB51405D386B4B788F4940
468,,0101000020E61000001853FA5374DB514041D7BE805E8F4940
469,,0101000020E6100000D6C6D809AFD951403FADA23F348F4940
470,,0101000020E610000036D5496CADDA5140480DB78D508E4940
471,,0101000020E610000009675CDD56DC5140D6AC33BE2F8E4940
472,,0101000020E6100000A8B34934B7DC51402DCC423BA78D4940
473,,0101000020E61000008E0244C18CDA5140471E882CD28E4940
474,,0101000020E6100000B8109A13EADA5140E91505B0B78E4940
475,,0101000020E6100000B0F4EB9804DC514066D6F786678E4940
476,,0101000020E6100000AFAB6E9AE3D95140E1E4C814BD924940
477,,0101000020E6100000CBA8E8FEA0D95140D7DB662AC4924940
478,,0101000020E61000004708EAEF80D9514007B47405DB924940
479,,0101000020E6100000AD951AEB2CD95140EFEAB01DE7924940
480,,0101000020E61000006364C91C4BD7514049545EE113934940
481,,0101000020E61000004E39701816D75140E2186E652E934940
482,,0101000020E6100000268E3C10D9DA5140DF7C34E6BF8A4940
483,,0101000020E610000073D1353836DA5140FEF8A6446D8A4940
484,,0101000020E6100000082A9952CDD95140C5BF19468B8A4940
485,,0101000020E6100000CD2445BF91D951400DD3AD8D678A4940
486,,0101000020E61000001FBB0B9494DA5140404173E7D38A4940
487,,0101000020E61000005BE7847508DA51408309EDE6F38A4940
488,,0101000020E6100000030F67D96ED751407DE1DFB1E9904940
489,,0101000020E610000095C5B3BA8BD7514071E5EC9DD1904940
490,,0101000020E6100000254A31F614D85140D94933CCBF904940
491,,0101000020E6100000B8B7B64BF6DC514046B64EB747954940
492,,0101000020E6100000B821C66BDEDF5140B3E3D06C688F4940
493,,0101000020E61000003F694D98D5E1514069273916CA8E4940
494,,0101000020E61000008B074AC09EE15140EF5701BEDB8E4940
495,,0101000020E6100000E947C32973DD5140F28F639060914940
496,,0101000020E61000000FC4680CA9D85140DF4037EAD7954940
